ID_VIDEOJUEGO,Nombre Videojuego,Año Publicación,Género,Ventas Norteamérica,Ventas Europa,Ventas Japón,Ventas Otros,Ventas Total,Puntaje Críticos,Cantidad Críticos,Puntaje Usuarios,Cantidad Usuarios,Rating,ID_DESARROLLADOR,ID_CONSOLA
VID_000194,Super Mario Bros.,1999,Platform,3400000,1300000,150000,220000,5070000,,,,,,DES_0001,CONS_017
VID_000195,FIFA Soccer 11,2010,Sports,610000,3280000,60000,1120000,5070000,89.0,51.0,80.0,233.0,E,DES_0008,CONS_007
VID_000196,Resident Evil,1996,Action,2049999,1160000,1110000,730000,5050000,91.0,8.0,90.0,266.0,M,DES_0018,CONS_018
VID_000197,Grand Theft Auto: Vice City Stories,2006,Action,1700000,1990000,160000,1180000,5030000,86.0,50.0,80.0,150.0,M,DES_0003,CONS_009
VID_000198,Tony Hawk's Pro Skater,1999,Sports,3420000,1380000,20000,200000,5020000,92.0,18.0,92.0,69.0,T,DES_0005,CONS_018
VID_000199,Warzone 2100,1999,Strategy,2790000,1890000,0,330000,5010000,,,,,,DES_0022,CONS_018
VID_000200,Spyro the Dragon,1998,Platform,3360000,1360000,70000,210000,5000000,,,,,,DES_0004,CONS_018
VID_000201,Guitar Hero III: Legends of Rock,2007,Misc,3490000,10000,10000,1480000,4980000,82.0,24.0,82.0,46.0,T,DES_0005,CONS_006
VID_000202,Link's Crossbow Training,2007,Shooter,3050000,1170000,290000,460000,4980000,68.0,34.0,71.0,47.0,T,DES_0001,CONS_011
VID_000203,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,2007,Role-Playing,1830000,1190000,1540000,370000,4930000,,,,,,DES_0001,CONS_002
VID_000204,Fallout 3,2008,Role-Playing,3400000,990000,90000,450000,4930000,93.0,84.0,85.0,1655.0,M,DES_0007,CONS_013
VID_000205,Uncharted: Drake's Fortune,2007,Action,2310000,1720000,120000,770000,4920000,88.0,66.0,81.0,2306.0,T,DES_0004,CONS_007
VID_000206,Madden NFL 06,2005,Sports,3980000,260000,10000,660000,4910000,88.0,29.0,80.0,121.0,E,DES_0008,CONS_006
VID_000207,Diddy Kong Racing,1997,Racing,2910000,990000,890000,100000,4880000,,,,,,DES_0001,CONS_019
VID_000208,Monster Hunter Freedom 3,2010,Role-Playing,0,0,4870000,0,4870000,,,,,,DES_0013,CONS_009
VID_000209,Super Smash Bros. for Wii U and 3DS,2014,Fighting,2600000,1080000,810000,380000,4870000,,,,,,DES_0001,CONS_012
VID_000210,Dr. Mario,1990,Puzzle,2620000,600000,1520000,100000,4850000,,,,,,DES_0001,CONS_016
VID_000211,StarCraft II: Wings of Liberty,2010,Strategy,2570000,1680000,0,580000,4840000,93.0,82.0,82.0,3052.0,T,DES_0005,CONS_005
VID_000212,Assassin's Creed,2007,Adventure,1910000,2000000,90000,820000,4820000,81.0,40.0,73.0,769.0,M,DES_0006,CONS_007
VID_000213,God of War III,2010,Action,2740000,1330000,120000,610000,4800000,92.0,101.0,87.0,2633.0,M,DES_0004,CONS_007
VID_000214,Crash Team Racing,1999,Racing,2570000,1570000,440000,210000,4790000,88.0,20.0,90.0,233.0,E,DES_0004,CONS_018
VID_000215,LEGO Star Wars: The Complete Saga,2007,Action,2830000,1480000,0,450000,4760000,80.0,9.0,54.0,46.0,E,DES_0019,CONS_002
VID_000216,Driver 2,2000,Action,2360000,2100000,20000,250000,4730000,62.0,14.0,77.0,92.0,T,DES_0011,CONS_018
VID_000217,Batman: Arkham City,2011,Action,2990000,1270000,40000,420000,4730000,94.0,87.0,87.0,1472.0,T,DES_0020,CONS_013
VID_000218,The Last of Us,2014,Action,1880000,2000000,70000,770000,4710000,,,,,,DES_0004,CONS_008
VID_000219,The Simpsons: Hit & Run,2003,Racing,1730000,2190000,0,790000,4700000,,,,,,DES_0024,CONS_006
VID_000220,Tony Hawk's Pro Skater 2,2000,Sports,3050000,1410000,20000,200000,4680000,98.0,19.0,77.0,299.0,T,DES_0005,CONS_018
VID_000221,The Lord of the Rings: The Two Towers,2002,Action,1940000,1950000,80000,700000,4670000,82.0,32.0,82.0,78.0,T,DES_0008,CONS_006
VID_000222,Tomb Raider,1996,Action,2290000,1970000,130000,240000,4630000,91.0,13.0,86.0,147.0,T,DES_0022,CONS_018
VID_000223,Animal Crossing: City Folk,2008,Simulation,1820000,1120000,1320000,360000,4620000,73.0,50.0,76.0,119.0,E,DES_0001,CONS_011
VID_000224,Uncharted: The Nathan Drake Collection,2015,Action,2069999,1710000,80000,760000,4620000,86.0,78.0,81.0,1264.0,T,DES_0004,CONS_008
VID_000225,The Legend of Zelda: The Wind Waker,2002,Action,2600000,990000,890000,130000,4600000,96.0,80.0,89.0,968.0,E,DES_0001,CONS_004
VID_000226,Guitar Hero III: Legends of Rock,2007,Misc,3040000,1110000,0,430000,4600000,86.0,36.0,84.0,87.0,T,DES_0005,CONS_011
VID_000227,Luigi's Mansion: Dark Moon,2013,Action,1800000,1390000,1110000,290000,4590000,86.0,74.0,84.0,458.0,E,DES_0001,CONS_001
VID_000228,Forza Motorsport 4,2011,Racing,2080000,1970000,60000,460000,4570000,91.0,83.0,82.0,617.0,E,DES_0002,CONS_013
VID_000229,Mario & Sonic at the Olympic Winter Games,2009,Sports,1870000,1960000,220000,480000,4530000,,,,,,DES_0009,CONS_011
VID_000230,Madden NFL 2005,2004,Sports,4179999,260000,10000,80000,4530000,91.0,30.0,79.0,78.0,E,DES_0008,CONS_006
VID_000231,Guitar Hero III: Legends of Rock,2007,Misc,3190000,910000,10000,420000,4530000,85.0,69.0,79.0,165.0,T,DES_0005,CONS_013
VID_000232,Madden NFL 07,2006,Sports,3630000,240000,10000,610000,4490000,84.0,29.0,82.0,39.0,E,DES_0008,CONS_006
VID_000233,Halo 5: Guardians,2015,Shooter,2780000,1270000,30000,410000,4480000,84.0,101.0,64.0,2438.0,T,DES_0002,CONS_015
VID_000234,Spider-Man: The Movie,2002,Action,2710000,1510000,30000,230000,4480000,76.0,25.0,79.0,41.0,E,DES_0005,CONS_006
VID_000235,Dragon Quest VII: Warriors of Eden,2000,Role-Playing,200000,140000,4099999,20000,4470000,,,,,,DES_0025,CONS_018
VID_000236,Call of Duty: Infinite Warfare,2016,Shooter,1610000,2000000,150000,710000,4460000,77.0,82.0,34.0,1129.0,M,DES_0005,CONS_008
VID_000237,God of War,2005,Action,2710000,1290000,20000,430000,4450000,94.0,75.0,89.0,997.0,M,DES_0004,CONS_006
VID_000238,Splatoon,2015,Shooter,1540000,1180000,1460000,260000,4430000,81.0,88.0,85.0,1184.0,E10+,DES_0001,CONS_012
VID_000239,Nintendo Land,2012,Misc,2520000,1110000,460000,330000,4420000,77.0,61.0,79.0,471.0,E10+,DES_0001,CONS_012
VID_000240,Tony Hawk's Pro Skater 3,2001,Sports,2660000,1290000,10000,460000,4410000,97.0,34.0,75.0,298.0,T,DES_0005,CONS_006
VID_000241,Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,100000,2390000,1050000,860000,4390000,86.0,19.0,89.0,33.0,E,DES_0015,CONS_006
VID_000242,The Elder Scrolls IV: Oblivion,2006,Role-Playing,2820000,1030000,130000,400000,4380000,94.0,90.0,87.0,1109.0,M,DES_0003,CONS_013
VID_000243,Zelda II: The Adventure of Link,1987,Adventure,2190000,500000,1610000,80000,4380000,,,,,,DES_0001,CONS_016
VID_000244,Need for Speed: Most Wanted,2005,Racing,2029999,1790000,80000,470000,4370000,82.0,36.0,91.0,137.0,T,DES_0008,CONS_006
VID_000245,Michael Jackson: The Experience,2010,Misc,2640000,1330000,10000,390000,4360000,56.0,37.0,83.0,31.0,E10+,DES_0006,CONS_011
VID_000246,Call of Duty: Advanced Warfare,2014,Shooter,1560000,1930000,190000,680000,4360000,,,48.0,207.0,M,DES_0005,CONS_007
VID_000247,Resistance: Fall of Man,2006,Shooter,1740000,1720000,140000,750000,4340000,86.0,70.0,81.0,715.0,M,DES_0004,CONS_007
VID_000248,Sonic the Hedgehog,1991,Platform,3030000,910000,260000,130000,4340000,,,,,,DES_0009,CONS_021
VID_000249,Kingdom Hearts II,2005,Role-Playing,2200000,580000,1380000,170000,4330000,87.0,64.0,90.0,766.0,E10+,DES_0016,CONS_006
VID_000250,The Legend of Zelda: Ocarina of Time,2011,Action,2089999,1310000,620000,310000,4330000,,,,,,DES_0001,CONS_001
VID_000251,Super Mario 3D World,2013,Platform,2110000,1160000,730000,320000,4320000,93.0,83.0,90.0,1607.0,E,DES_0001,CONS_012
VID_000252,Minecraft,2014,Misc,1480000,2020000,140000,680000,4320000,,,,,,DES_0017,CONS_008
VID_000253,Call of Duty: Advanced Warfare,2014,Shooter,2770000,1110000,0,400000,4290000,,,49.0,221.0,M,DES_0005,CONS_013
VID_000254,FIFA 15,2014,Sports,580000,3020000,40000,640000,4280000,,,45.0,109.0,E,DES_0008,CONS_007
VID_000255,Fable II,2008,Role-Playing,2510000,1240000,110000,410000,4270000,89.0,95.0,65.0,2423.0,M,DES_0002,CONS_013
VID_000256,Namco Museum,2001,Misc,3000000,1110000,50000,70000,4240000,79.0,10.0,73.0,6.0,E,DES_0026,CONS_003
VID_000257,Batman: Arkham Asylum,2009,Action,2240000,1310000,70000,610000,4230000,91.0,70.0,89.0,1122.0,T,DES_0022,CONS_007
VID_000258,Metal Gear Solid 3: Snake Eater,2004,Action,1460000,0,830000,1930000,4230000,91.0,68.0,93.0,955.0,M,DES_0015,CONS_006
VID_000259,Assassin's Creed: Revelations,2011,Action,1410000,2009999,100000,700000,4220000,80.0,39.0,75.0,613.0,M,DES_0006,CONS_007
VID_000260,Fallout 4,2015,Role-Playing,2510000,1320000,10000,380000,4220000,88.0,39.0,62.0,1749.0,M,DES_0007,CONS_015
VID_000261,FIFA 14,2013,Sports,920000,2890000,10000,400000,4220000,84.0,41.0,42.0,435.0,E,DES_0008,CONS_013
VID_000262,Daxter,2006,Platform,2450000,1010000,0,750000,4210000,85.0,59.0,87.0,109.0,E10+,DES_0004,CONS_009
VID_000263,Warcraft II: Tides of Darkness,1995,Strategy,1700000,2270000,0,230000,4210000,,,,,,DES_0005,CONS_005
VID_000264,FIFA Soccer 06,2005,Sports,780000,2550000,40000,840000,4210000,80.0,32.0,78.0,47.0,E,DES_0008,CONS_006
VID_000265,EyeToy Play,2003,Misc,880000,2300000,200000,830000,4200000,80.0,32.0,75.0,22.0,E,DES_0004,CONS_006
VID_000266,Gran Turismo 5 Prologue,2007,Racing,1280000,1820000,570000,520000,4190000,80.0,67.0,71.0,120.0,E,DES_0004,CONS_007
VID_000267,Assassin's Creed: Revelations,2011,Action,2250000,1470000,40000,430000,4190000,80.0,77.0,72.0,564.0,M,DES_0006,CONS_013
VID_000268,FIFA 12,2011,Sports,840000,2780000,20000,530000,4179999,,,,,,DES_0008,CONS_013
VID_000269,Teenage Mutant Ninja Turtles,1989,Action,3380000,440000,310000,40000,4170000,,,,,,DES_0027,CONS_016
VID_000270,Street Fighter IV,2009,Fighting,2029999,1040000,580000,520000,4160000,94.0,61.0,73.0,330.0,T,DES_0013,CONS_007
VID_000271,Excitebike,1984,Racing,2040000,480000,1570000,70000,4160000,,,,,,DES_0001,CONS_016
VID_000272,Frogger,1997,Action,3790000,270000,0,110000,4160000,,,,,,DES_0028,CONS_018
VID_000273,Madden NFL 2003,2002,Sports,3360000,210000,10000,560000,4139999,95.0,25.0,77.0,65.0,E,DES_0008,CONS_006
VID_000274,Half-Life,1997,Shooter,4030000,0,90000,0,4120000,96.0,24.0,91.0,3161.0,M,DES_0024,CONS_005
VID_000275,FIFA Soccer 07,2006,Sports,710000,2480000,30000,890000,4110000,,,,,,DES_0008,CONS_006
VID_000276,World of Warcraft: The Burning Crusade,2007,Role-Playing,2570000,1520000,0,0,4090000,91.0,46.0,79.0,785.0,T,DES_0005,CONS_005
VID_000277,Battlefield 1,2016,Shooter,1100000,2150000,210000,610000,4080000,88.0,31.0,84.0,809.0,M,DES_0008,CONS_008
VID_000278,God of War II,2007,Action,2320000,40000,40000,1670000,4070000,93.0,70.0,89.0,709.0,M,DES_0004,CONS_006
VID_000279,World Soccer Winning Eleven 9,2005,Sports,120000,2260000,900000,770000,4059999,,,82.0,23.0,E,DES_0015,CONS_006
VID_000280,Fallout: New Vegas,2010,Role-Playing,2660000,1030000,40000,330000,4050000,84.0,81.0,81.0,769.0,M,DES_0007,CONS_013
VID_000281,Forza Motorsport 2,2007,Racing,2350000,1270000,30000,410000,4050000,90.0,66.0,83.0,381.0,E,DES_0002,CONS_013
VID_000282,Carnival Games,2007,Misc,2120000,1470000,50000,420000,4050000,56.0,27.0,60.0,44.0,E,DES_0003,CONS_011
VID_000283,Watch Dogs,2014,Action,1400000,1900000,110000,640000,4050000,80.0,80.0,63.0,2996.0,M,DES_0006,CONS_008
VID_000284,Namco Museum Vol.3,1996,Misc,2280000,1550000,160000,60000,4050000,,,,,,DES_0004,CONS_018
VID_000285,Tekken Tag Tournament,2000,Fighting,1680000,1510000,510000,350000,4050000,85.0,25.0,85.0,117.0,T,DES_0026,CONS_006
VID_000286,Far Cry 4,2014,Shooter,1130000,2180000,100000,630000,4040000,85.0,83.0,77.0,1653.0,M,DES_0006,CONS_008
VID_000287,Star Fox 64,1997,Shooter,2780000,580000,640000,40000,4030000,,,,,,DES_0001,CONS_019
VID_000288,Golf,1984,Sports,1220000,280000,2460000,40000,4010000,,,,,,DES_0001,CONS_016
VID_000289,Namco Museum: 50th Anniversary,2005,Misc,2080000,1350000,0,540000,3980000,61.0,21.0,,,E10+,DES_0026,CONS_006
VID_000290,Left 4 Dead 2,2009,Shooter,2670000,870000,50000,380000,3970000,89.0,76.0,86.0,681.0,M,DES_0008,CONS_013
VID_000291,The Witcher 3: Wild Hunt,2015,Role-Playing,1020000,2130000,230000,590000,3970000,92.0,79.0,92.0,10179.0,M,DES_0026,CONS_008
VID_000292,Assassin's Creed: Unity,2014,Action,1190000,2069999,80000,620000,3960000,70.0,40.0,49.0,2050.0,M,DES_0006,CONS_008
VID_000293,Batman: Arkham Knight,2015,Action,1530000,1690000,100000,640000,3950000,87.0,89.0,76.0,2679.0,M,DES_0020,CONS_008
VID_000294,The Legend of Zelda: Skyward Sword,2011,Action,2029999,1160000,370000,380000,3950000,93.0,81.0,80.0,1958.0,E10+,DES_0001,CONS_011
VID_000295,Fallout 3,2008,Role-Playing,2150000,1130000,70000,590000,3940000,90.0,57.0,80.0,910.0,M,DES_0007,CONS_007
VID_000296,Professor Layton and the Diabolical Box,2007,Puzzle,900000,1760000,920000,370000,3940000,84.0,65.0,88.0,72.0,E10+,DES_0001,CONS_002
VID_000297,Donkey Kong Land,1994,Platform,1970000,760000,1070000,110000,3910000,,,,,,DES_0001,CONS_017
VID_000298,EA Sports Active,2009,Sports,2089999,1350000,60000,400000,3900000,81.0,27.0,87.0,39.0,E,DES_0008,CONS_011
VID_000299,Tony Hawk's Underground,2003,Sports,2290000,1170000,10000,420000,3900000,90.0,38.0,87.0,121.0,T,DES_0005,CONS_006
VID_000300,Monster Hunter 4 Ultimate,2014,Role-Playing,680000,480000,2620000,110000,3890000,86.0,80.0,87.0,348.0,T,DES_0001,CONS_001
VID_000301,The Elder Scrolls V: Skyrim,2011,Role-Playing,1160000,2120000,0,600000,3880000,94.0,32.0,81.0,9073.0,M,DES_0007,CONS_005
VID_000302,NBA 2K16,2015,Sports,2490000,660000,30000,690000,3880000,87.0,51.0,67.0,364.0,E10+,DES_0003,CONS_008
VID_000303,Tekken 5,2005,Fighting,930000,1940000,310000,700000,3870000,88.0,62.0,86.0,229.0,T,DES_0026,CONS_006
VID_000304,Dragon Warrior III,1988,Role-Playing,100000,0,3770000,0,3870000,,,,,,DES_0025,CONS_016
VID_000305,MotorStorm,2006,Racing,1530000,1600000,60000,670000,3870000,84.0,9.0,74.0,220.0,T,DES_0004,CONS_007
VID_000306,Nintendogs + cats,2011,Simulation,1440000,1410000,730000,270000,3850000,,,,,,DES_0001,CONS_001
VID_000307,World Soccer Winning Eleven 8 International,2004,Sports,160000,1890000,1120000,680000,3850000,91.0,26.0,91.0,38.0,E,DES_0015,CONS_006
VID_000308,Sports Champions,2010,Sports,2130000,1120000,100000,500000,3840000,76.0,64.0,79.0,104.0,E10+,DES_0004,CONS_007
VID_000309,Namco Museum Vol.1,1995,Misc,2120000,1440000,220000,60000,3840000,,,,,,DES_0004,CONS_018
VID_000310,The Legend of Zelda: Link's Awakening,1992,Action,2210000,960000,540000,130000,3830000,,,,,,DES_0001,CONS_017
VID_000311,Call of Duty: Ghosts,2013,Shooter,1780000,1430000,50000,570000,3830000,78.0,49.0,37.0,1564.0,M,DES_0005,CONS_008
VID_000312,Flash Focus: Vision Training in Minutes a Day,2007,Misc,860000,1560000,1050000,350000,3830000,59.0,22.0,40.0,4.0,E,DES_0001,CONS_002
VID_000313,Tom Clancy's The Division,2016,Shooter,1350000,1700000,150000,600000,3800000,80.0,64.0,70.0,2219.0,M,DES_0006,CONS_008
VID_000314,Big Brain Academy: Wii Degree,2007,Misc,1050000,1910000,410000,420000,3790000,68.0,33.0,69.0,39.0,E,DES_0001,CONS_011
VID_000315,Resident Evil Director's Cut,1996,Action,1820000,1240000,470000,250000,3770000,,,,,,DES_0018,CONS_018
VID_000316,Mario & Luigi: Bowser's Inside Story,2009,Role-Playing,2230000,470000,810000,260000,3770000,,,,,,DES_0001,CONS_002
VID_000317,LEGO Indiana Jones: The Original Adventures,2008,Action,2400000,1010000,0,360000,3760000,77.0,60.0,75.0,66.0,E10+,DES_0005,CONS_013
VID_000318,The Sims: Unleashed,2002,Simulation,2029999,1560000,0,170000,3760000,79.0,21.0,80.0,29.0,T,DES_0008,CONS_005
VID_000319,Ratchet & Clank: Size Matters,2007,Platform,1400000,1390000,100000,860000,3740000,,,,,,DES_0004,CONS_009
VID_000320,Harry Potter and the Sorcerer's Stone,2001,Action,1370000,2000000,140000,220000,3730000,64.0,11.0,75.0,41.0,E,DES_0008,CONS_018
VID_000321,Mario & Sonic at the London 2012 Olympic Games,2011,Sports,1120000,1870000,270000,450000,3720000,,,,,,DES_0009,CONS_011
VID_000322,Resident Evil 3: Nemesis,1999,Action,1300000,770000,1540000,110000,3720000,,,,,,DES_0022,CONS_018
VID_000323,Super Paper Mario,2007,Platform,1950000,860000,590000,310000,3710000,85.0,56.0,79.0,417.0,E,DES_0001,CONS_011
VID_000324,Spyro: Year of the Dragon,2000,Platform,1930000,1580000,0,190000,3710000,91.0,15.0,88.0,207.0,E,DES_0004,CONS_018
VID_000325,Assassin's Creed IV: Black Flag,2013,Action,1330000,1680000,130000,570000,3710000,88.0,36.0,81.0,840.0,M,DES_0006,CONS_007
VID_000326,FIFA Soccer 2005,2004,Sports,580000,2480000,40000,590000,3700000,81.0,27.0,76.0,56.0,E,DES_0008,CONS_006
VID_000327,Pokémon Trading Card Game,1998,Strategy,1490000,730000,1380000,100000,3700000,,,,,,DES_0001,CONS_017
VID_000328,Friend Collection,2009,Misc,0,0,3670000,0,3670000,,,,,,DES_0001,CONS_002
VID_000329,Tony Hawk's Pro Skater 4,2002,Sports,2130000,1180000,10000,350000,3670000,94.0,27.0,85.0,128.0,T,DES_0005,CONS_006
VID_000330,Star Wars Battlefront (2015),2015,Shooter,2040000,1280000,20000,320000,3660000,,,,,,DES_0008,CONS_015
VID_000331,MySims,2007,Simulation,1580000,1590000,80000,410000,3660000,67.0,15.0,73.0,13.0,E,DES_0008,CONS_002
VID_000332,Midnight Club 3: DUB Edition,2005,Racing,1650000,1210000,0,790000,3650000,74.0,34.0,84.0,31.0,E10+,DES_0003,CONS_009
VID_000333,Banjo-Kazooie,1998,Platform,1870000,1130000,550000,100000,3650000,,,,,,DES_0001,CONS_019
VID_000334,SOCOM: U.S. Navy SEALs,2002,Shooter,2530000,810000,60000,240000,3650000,82.0,42.0,79.0,82.0,M,DES_0004,CONS_006
VID_000335,Jak and Daxter: The Precursor Legacy,2001,Platform,2080000,1090000,150000,330000,3640000,90.0,35.0,87.0,312.0,E,DES_0004,CONS_006
VID_000336,Pokemon Snap,1999,Simulation,2230000,680000,660000,60000,3630000,,,,,,DES_0001,CONS_019
VID_000337,Pro Evolution Soccer 2008,2007,Sports,50000,0,640000,2930000,3630000,82.0,10.0,79.0,38.0,E,DES_0015,CONS_006
VID_000338,Resident Evil 4,2005,Action,2080000,830000,460000,250000,3620000,96.0,38.0,89.0,1013.0,M,DES_0013,CONS_006
VID_000339,Guitar Hero: World Tour,2008,Misc,2320000,960000,0,340000,3620000,86.0,18.0,76.0,71.0,T,DES_0005,CONS_011
VID_000340,FIFA Soccer 10,2009,Sports,600000,2450000,50000,520000,3620000,91.0,56.0,76.0,203.0,E,DES_0008,CONS_007
VID_000341,Star Wars: Battlefront,2004,Shooter,1930000,1220000,30000,440000,3610000,82.0,36.0,87.0,142.0,T,DES_0019,CONS_006
VID_000342,Doom II: Hell on Earth,1994,Shooter,2049999,1400000,0,160000,3610000,,,,,,DES_0018,CONS_005
VID_000343,The Simpsons: Road Rage,2001,Racing,2020000,1170000,0,420000,3610000,64.0,23.0,77.0,32.0,T,DES_0008,CONS_006
VID_000344,Luigi's Mansion,2001,Action,2380000,670000,460000,100000,3600000,78.0,34.0,85.0,161.0,E,DES_0001,CONS_004
VID_000345,Battlefield 4,2013,Shooter,1350000,1550000,170000,510000,3590000,85.0,18.0,69.0,1580.0,M,DES_0008,CONS_008
VID_000346,Star Wars: Battlefront II,2005,Shooter,2180000,1020000,30000,370000,3590000,84.0,30.0,90.0,268.0,T,DES_0019,CONS_006
VID_000347,Just Dance 2014,2013,Misc,1880000,1390000,0,310000,3590000,,,62.0,10.0,E10+,DES_0006,CONS_011
VID_000348,Cooking Mama 2: Dinner With Friends,2007,Simulation,1600000,1490000,100000,390000,3580000,70.0,39.0,80.0,9.0,E,DES_0012,CONS_002
VID_000349,WWF SmackDown!,2000,Fighting,2009999,1350000,60000,160000,3580000,,,,,,DES_0029,CONS_018
VID_000350,Croc: Legend of the Gobbos,1997,Platform,1570000,1790000,0,200000,3560000,,,,,,DES_0030,CONS_018
VID_000351,Grand Theft Auto: Liberty City Stories,2006,Action,1560000,1400000,70000,500000,3540000,78.0,49.0,78.0,112.0,M,DES_0003,CONS_006
VID_000352,The Getaway,2002,Action,1230000,1770000,50000,490000,3540000,72.0,49.0,68.0,88.0,M,DES_0004,CONS_006
VID_000353,Tomb Raider III: Adventures of Lara Croft,1997,Action,1660000,1580000,120000,180000,3540000,,,,,,DES_0022,CONS_018
VID_000354,James Bond 007: Agent Under Fire,2001,Shooter,1900000,1130000,100000,410000,3530000,72.0,27.0,79.0,48.0,T,DES_0008,CONS_006
VID_000355,LEGO Star Wars: The Video Game,2005,Action,1980000,1140000,10000,410000,3530000,,,,,,DES_0022,CONS_006
VID_000356,Rugrats in Paris: The Movie,2000,Action,1960000,1330000,0,230000,3520000,,,,,,DES_0029,CONS_018
VID_000357,FIFA Soccer 11,2010,Sports,710000,2390000,20000,400000,3520000,88.0,66.0,75.0,155.0,E,DES_0008,CONS_013
VID_000358,Spyro 2: Ripto's Rage!,1999,Platform,2140000,1210000,10000,170000,3520000,,,,,,DES_0004,CONS_018
VID_000359,Left 4 Dead,2008,Shooter,2660000,490000,50000,300000,3510000,89.0,67.0,79.0,1309.0,M,DES_0008,CONS_013
VID_000360,Assassin's Creed: Unity,2014,Action,2270000,900000,0,330000,3500000,72.0,59.0,41.0,1005.0,M,DES_0006,CONS_015
VID_000361,Kung Fu,1985,Action,1640000,380000,1420000,60000,3500000,,,,,,DES_0001,CONS_016
VID_000362,Resident Evil 5,2009,Action,2110000,930000,120000,340000,3500000,83.0,91.0,75.0,523.0,M,DES_0013,CONS_013
VID_000363,Assassin's Creed: Brotherhood,2010,Action,2850000,380000,30000,240000,3490000,89.0,81.0,83.0,693.0,M,DES_0006,CONS_013
VID_000364,Battlefield 4,2013,Shooter,1300000,1420000,270000,500000,3490000,80.0,14.0,58.0,579.0,M,DES_0008,CONS_007
VID_000365,Batman: Arkham Asylum,2009,Action,2200000,950000,20000,310000,3480000,92.0,78.0,87.0,1080.0,T,DES_0022,CONS_013
VID_000366,Battlefield 4,2013,Shooter,2150000,1010000,20000,310000,3480000,79.0,21.0,56.0,542.0,M,DES_0008,CONS_013
VID_000367,Battlefield: Bad Company 2,2010,Shooter,2100000,1010000,40000,320000,3470000,88.0,75.0,86.0,869.0,M,DES_0008,CONS_013
VID_000368,Mario & Sonic at the Olympic Winter Games,2009,Sports,1210000,1620000,270000,370000,3460000,,,,,,DES_0009,CONS_002
VID_000369,Guitar Hero: On Tour,2008,Misc,2100000,1010000,10000,350000,3460000,71.0,70.0,88.0,29.0,E10+,DES_0005,CONS_002
VID_000370,Clubhouse Games,2006,Misc,590000,1790000,730000,340000,3450000,83.0,30.0,84.0,28.0,E,DES_0001,CONS_002
VID_000371,Monster Hunter 4,2013,Role-Playing,0,0,3440000,0,3440000,,,,,,DES_0013,CONS_001
VID_000372,Borderlands,2009,Shooter,2400000,710000,30000,290000,3440000,84.0,83.0,82.0,715.0,M,DES_0003,CONS_013
